Mod:Item:MetaData, Localized Name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Soul Sand (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Soul Sand (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Soul Sand (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Soul Sand (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Soul Sand (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Soul Sand (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Soul Sand (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Soul Sand (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Soul Sand (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Soul Sand (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Soul Sand (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Soul Sand (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Soul Sand (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Soul Sand (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Soul Sand (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Soul Sand (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Redstone Lamp (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Redstone Lamp (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Redstone Lamp (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Redstone Lamp (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Redstone Lamp (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Redstone Lamp (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Redstone Lamp (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Redstone Lamp (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Redstone Lamp (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Redstone Lamp (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Redstone Lamp (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Redstone Lamp (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Redstone Lamp (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Redstone Lamp (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Redstone Lamp (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Redstone Lamp (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Bricks (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Bricks (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Bricks (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Bricks (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Bricks (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Bricks (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Bricks (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Bricks (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Bricks (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Bricks (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Bricks (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Bricks (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Bricks (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Bricks (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Bricks (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Bricks (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Cobblestone (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Lapis Lazuli Block (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Obsidian (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Redstone (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Coal (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compressed Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Double Compressed Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Triple Compressed Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quadruple Compressed Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quintuple Compressed Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sextuple Compressed Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Septuple Compressed Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Octuple Compressed Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compressed Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Double Compressed Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Triple Compressed Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quadruple Compressed Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compressed Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Double Compressed Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compressed Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Double Compressed Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Conveyor Belt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Albus (White)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Aurantiacus (Orange)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Purpura Amethystinus (Magenta)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Caesicius (Light Blue)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Flavus (Yellow)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Viridis (Green)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Roseus (Pink)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Cinereus (Gray)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Lux Cinereus (Light Gray)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Callainus (Cyan)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Purpura (Purple)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Caeruleus (Blue)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Fuscus (Brown)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Paphiae Myrti (Dark Green)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Rufus (Red)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Caelestis Nox (Black)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redstone Clock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bauxite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lead Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silver Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nickel Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Copper
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Aluminium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Lead
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Silver
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Nickel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Constantan
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Electrum
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Steel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Wire Coil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Electrum Wire Coil
appliedenergistics2:item.ItemFacade:0, Cable Facade - High-Voltage Wire Coil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Treated Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Treated Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Treated Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hempcrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Coke Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blast Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Coal Coke
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Tile
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reinforced Blast Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hambone
appliedenergistics2:item.ItemFacade:0, Cable Facade - SDX
appliedenergistics2:item.ItemFacade:0, Cable Facade - SDX
appliedenergistics2:item.ItemFacade:0, Cable Facade - Congealed Blue Slime
appliedenergistics2:item.ItemFacade:0, Cable Facade - Congealed Green Slime
appliedenergistics2:item.ItemFacade:0, Cable Facade - Congealed Purple Slime
appliedenergistics2:item.ItemFacade:0, Cable Facade - Obsidian Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sandstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Netherrack Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Polished Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Iron Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gold Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diamond Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Slime Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Slime Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Endstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Obsidian Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Obsidian Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Sandstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Netherrack Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Polished Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Iron Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Gold Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Lapis Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Diamond Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Redstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Bone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Slime Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Slime Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Endstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Obsidian Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stone Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alumite Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ardite Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobalt Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Manyullyn Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Alumite Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Ardite Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Cobalt Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Manyullyn Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobalt Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ardite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Aluminum Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Iron Gravel Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gold Gravel Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Gravel Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Gravel Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Aluminum Gravel Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobalt Gravel Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Cobalt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Ardite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Manyullyn
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Copper
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Bronze
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Tin
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Aluminum
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Aluminum Brass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Alumite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Steel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Solid Ender
appliedenergistics2:item.ItemFacade:0, Cable Facade - Slimy Mud
appliedenergistics2:item.ItemFacade:0, Cable Facade - Grout
appliedenergistics2:item.ItemFacade:0, Cable Facade - Slimy Mud
appliedenergistics2:item.ItemFacade:0, Cable Facade - Graveyard Soil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Consecrated Soil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Slimedirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Slime Soil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Glue Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rough Brownstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brownstone Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brownstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brownstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brownstone Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Brownstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Brownstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Manganese Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Manganese Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bronze Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hepatizon Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Damascus Steel Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Angmallen Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Steel Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Manganese Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bronze Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hepatizon Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Damascus Steel Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Angmallen Brick
